PLATE_NO,ROLLING_DATE,SCALE,SPEC,STEEL_KIND,PT_THK,PT_WDTH,PT_LTH,PT_WGT,FUR_NO,FUR_NO_ROW,FUR_HZ_TEMP,FUR_HZ_TIME,FUR_SZ_TEMP,FUR_SZ_TIME,FUR_TIME,FUR_EXTEMP,ROLLING_TEMP_T5,HSB,ROLLING_DESCALING,WORK_GR
PB563136,2008-08-01:16:65:31,양품,LR-A,C0,14.07,3501,42955,33220,3호기,1,1189,63,1175,60,238,1175,884,적용,10,4조
PB563137,2008-08-01:17:70:04,불량,NK-KA,C0,15.08,3449,36983,15100,3호기,2,1197,72,1178,56,243,1178,940,미적용,10,4조
PB563138,2008-08-01:17:70:34,불량,NV-A,C0,15.08,3335,39894,15750,1호기,1,1199,73,1183,55,248,1183,952,적용,10,1조
PB563139,2008-08-01:17:71:11,양품,LR-A,C0,15.08,3555,39469,49830,1호기,2,1164,53,1167,75,248,1167,933,적용,10,4조
PB563140,2008-08-01:17:71:22,양품,NV-A,C0,16.09,3264,37621,15510,2호기,1,1180,68,1175,59,242,1175,935,적용,10,3조
PB563141,2008-08-01:17:72:53,양품,NV-A,C0,15.38,3274,36025,14240,2호기,2,1196,60,1172,60,252,1172,932,적용,10,2조
PB563142,2008-08-01:17:70:33,불량,NV-A,C0,15.38,3315,39677,15880,3호기,1,1196,65,1181,51,240,1181,937,적용,10,2조
PB563143,2008-08-01:17:71:05,불량,AB/A,C0,15.58,3587,31410,41340,3호기,2,1199,67,1181,56,247,1181,936,적용,10,4조
PB563144,2008-08-01:17:72:04,불량,NV-A,C0,16.59,3534,35568,16370,1호기,1,1198,54,1179,57,249,1179,934,적용,10,3조
PB563145,2008-08-01:17:71:38,불량,NV-A,C0,16.6,3514,36098,16530,1호기,2,1181,53,1176,64,241,1176,936,적용,10,1조
PB563146,2008-08-01:17:71:47,불량,NV-A,C0,18.11,3414,35170,17070,3호기,1,1205,76,1185,45,237,1185,994,적용,10,2조
PB563147,2008-08-01:17:72:45,불량,LR-A,C0,18.11,3493,31898,47520,2호기,1,1202,62,1184,49,247,1184,955,적용,10,2조
PB563148,2008-08-01:17:72:44,불량,NV-A,C0,18.11,3429,35263,17190,3호기,2,1206,72,1184,52,243,1184,998,적용,10,2조
PB563149,2008-08-01:17:72:37,양품,NV-A,C0,20.14,3278,30873,32000,2호기,2,1191,62,1174,58,243,1174,982,적용,8,4조
PB563150,2008-08-01:17:73:18,양품,LR-A,C0,21.94,3812,29914,39280,1호기,1,1159,64,1155,53,256,1155,978,적용,8,4조
PB563151,2008-08-01:17:73:36,양품,NV-A,C0,21.64,3685,34777,43540,1호기,2,1185,56,1173,56,240,1173,986,적용,8,3조
PB563152,2008-08-01:17:73:45,양품,AB/AH32,C3,23.16,3208,31445,36680,2호기,2,1161,64,1166,51,241,1166,984,적용,8,4조
PB563153,2008-08-01:17:73:37,불량,LR-AH32,C0,18.11,3571,41030,62490,3호기,1,1185,80,1171,48,238,1171,958,미적용,10,1조
PB563154,2008-08-01:17:74:17,불량,LR-AH32,C0,18.11,3571,41779,84840,3호기,2,1198,81,1179,47,237,1179,960,적용,10,1조
PB563155,2008-08-01:17:74:08,양품,JS-SM490YB,C0,14.09,3284,51234,93050,2호기,1,1187,69,1167,46,244,1167,908,적용,10,2조
PB563156,2008-08-01:17:74:40,양품,KR-AH32,C0,13.56,3345,53193,37880,1호기,1,1181,54,1174,53,242,1174,914,적용,10,2조
PB563157,2008-08-01:17:74:27,양품,NV-A32,C0,12.05,3567,48723,65760,1호기,2,1192,68,1173,55,244,1173,882,적용,10,4조
PB563158,2008-08-01:17:75:00,양품,LR-B,C0,12.05,3181,43336,39120,2호기,1,1184,70,1161,51,241,1161,901,적용,10,4조
PB563159,2008-08-01:17:75:24,양품,JS-SM490A,C0,13.08,3025,53541,83150,2호기,2,1167,80,1156,49,237,1156,919,적용,10,2조
PB563160,2008-08-01:17:75:54,양품,KS-SM490B,C0,14.06,2875,54267,86100,3호기,1,1166,72,1163,60,240,1163,923,적용,10,3조
PB563161,2008-08-01:17:75:28,양품,JS-SM490YB,C0,18.1,3094,41786,91850,3호기,2,1183,64,1173,64,245,1173,957,적용,10,2조
PB563162,2008-08-01:18:80:41,불량,JS-SM490YB,C0,18.1,3094,41786,91850,1호기,1,1195,63,1173,52,243,1173,981,미적용,10,4조
PB563163,2008-08-01:18:80:53,양품,JS-SM490YB,C0,18.1,3094,41786,91850,1호기,2,1192,73,1167,58,242,1167,977,적용,10,4조
PB563164,2008-08-01:18:80:30,양품,JS-SM490YB,C0,18.1,3094,41786,91850,2호기,1,1183,79,1162,44,236,1162,936,적용,10,3조
PB563165,2008-08-01:18:80:41,불량,NV-A32,C0,18.11,3102,46259,20400,3호기,1,1194,73,1170,61,248,1170,982,적용,9,2조
PB563166,2008-08-01:18:81:17,불량,NV-A32,C0,18.11,3053,48315,62910,3호기,2,1193,63,1176,64,245,1176,973,적용,9,3조
PB563167,2008-08-01:18:81:16,불량,GL-A32,C0,17.1,3018,49195,19930,3호기,1,1198,64,1172,57,238,1172,972,미적용,10,1조
PB563168,2008-08-01:18:81:57,양품,NV-A32,C0,18.62,3111,42179,38360,1호기,1,1195,72,1165,49,240,1165,989,적용,10,4조
PB563169,2008-08-01:18:81:41,불량,NV-A32,C0,17.1,3133,50195,63330,3호기,2,1204,71,1176,50,238,1176,972,적용,10,3조
PB563170,2008-08-01:18:82:18,양품,BV-B,C0,19.13,2956,43072,76480,1호기,2,1177,63,1157,68,241,1157,957,적용,10,4조
PB563171,2008-08-01:18:82:38,양품,NV-D36-TM,T7,23.15,4075,22524,16680,2호기,2,1200,64,1159,58,237,1159,905,적용,8,3조
PB563172,2008-08-01:18:82:05,양품,NK-KA32-TM,T0,22.15,2884,30690,61560,2호기,1,1173,73,1153,58,242,1153,915,적용,8,1조
PB563173,2008-08-01:18:83:42,불량,GL-A32-TM,T0,13.06,3328,33383,22780,1호기,1,1179,66,1153,57,241,1153,863,적용,9,3조
PB563174,2008-08-01:18:83:31,양품,GL-A32-TM,T0,15.08,3239,36930,28320,1호기,2,1137,55,1136,68,245,1136,923,적용,10,3조
PB563175,2008-08-01:18:83:07,양품,GL-A32-TM,T0,15.08,2724,37058,23900,2호기,1,1147,53,1133,66,243,1133,916,적용,10,1조
PB563176,2008-08-01:18:84:08,양품,LR-AH36-TM,T7,17.61,2795,37735,43740,2호기,2,1187,62,1151,66,246,1151,904,적용,10,2조
PB563177,2008-08-01:18:84:56,불량,LR-EH32-TM,T1,13.06,2615,54458,58400,3호기,1,1174,55,1165,75,247,1165,880,미적용,10,3조
PB563178,2008-08-01:18:84:38,양품,NV-E32-TM,T1,13.06,2475,54465,55280,3호기,2,1169,56,1163,74,248,1163,889,적용,10,4조
PB563179,2008-08-01:18:84:33,양품,NV-E32-TM,T1,13.56,2475,54544,57480,1호기,1,1129,54,1130,73,261,1130,892,적용,10,3조
PB563180,2008-08-01:18:85:10,양품,KS-HSB500,T5,25,1800,30205,32010,1호기,2,1160,57,1143,73,261,1143,823,적용,8,4조
PB563181,2008-08-01:18:85:32,양품,KS-HSB500,T5,27,1915,26288,21340,2호기,1,1140,51,1134,68,262,1134,827,적용,8,4조
PB563182,2008-08-01:19:90:28,양품,API-2W-50T,T3,25.23,2616,30128,62440,2호기,2,1151,63,1138,69,250,1138,854,적용,8,4조
PB563183,2008-08-01:19:90:54,양품,API-2W-50T,T3,25.23,1990,39606,46830,3호기,1,1180,67,1159,65,251,1159,843,적용,8,1조
PB563184,2008-08-01:19:91:30,양품,GL-A36-TM,T7,36.3,2490,21986,31200,3호기,2,1189,53,1165,82,265,1165,882,적용,8,1조
PB563185,2008-08-01:19:91:41,양품,BV-EH32-TM,T1,35.29,3059,19553,16570,1호기,2,1140,55,1128,84,258,1128,936,적용,8,1조
PB563186,2008-08-01:19:92:08,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,1,1165,69,1138,77,263,1138,875,적용,8,4조
PB563187,2008-08-01:19:92:22,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,1,1106,57,1126,87,261,1126,873,적용,8,4조
PB563188,2008-08-01:19:92:50,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,2,1157,59,1133,81,247,1133,879,적용,8,4조
PB563189,2008-08-01:19:93:33,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,3호기,1,1175,65,1148,88,264,1148,875,적용,8,1조
PB563190,2008-08-01:19:93:41,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,3호기,2,1174,61,1148,91,268,1148,870,적용,8,2조
PB563191,2008-08-01:19:94:45,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,1,1170,56,1137,83,263,1137,881,적용,8,2조
PB563192,2008-08-01:19:94:11,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,2,1124,70,1116,80,265,1116,879,적용,8,4조
PB563193,2008-08-01:19:94:56,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,1,1117,53,1123,90,266,1123,873,적용,8,2조
PB563194,2008-08-01:19:95:17,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,2,1157,61,1124,88,256,1124,881,적용,8,4조
PB563195,2008-08-01:19:95:14,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,3호기,1,1149,69,1138,95,269,1138,880,적용,8,3조
PB563196,2008-08-01:19:95:44,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,3호기,2,1150,64,1140,95,271,1140,871,적용,8,3조
PB563197,2008-08-01:20:00:16,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,1,1151,66,1129,89,271,1129,873,적용,8,2조
PB563198,2008-08-01:20:00:49,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,1호기,2,1126,73,1118,89,270,1118,868,적용,8,4조
PB563199,2008-08-01:20:01:07,양품,BV-EH36-TM,T8,38.33,3099,16740,15610,2호기,1,1155,71,1127,87,265,1127,875,적용,8,1조
PB563200,2008-08-01:20:01:15,양품,BV-EH36-TM,T8,38.33,3098,13334,12430,2호기,2,1151,61,1122,105,273,1122,880,적용,8,2조
PB563201,2008-08-01:20:01:53,양품,COMMON,T8,38.43,3129,16187,15280,3호기,1,1132,63,1134,109,280,1134,876,적용,8,2조
PB563202,2008-08-01:20:02:58,불량,NV-A32-TM,T0,40.35,2772,25978,45620,3호기,2,1164,77,1136,90,278,1136,897,적용,5,4조
PB563203,2008-08-01:20:02:10,양품,NV-A32-TM,T0,40.35,2772,25978,45620,3호기,1,1171,67,1139,94,276,1139,897,적용,6,1조
PB563204,2008-08-01:20:03:22,양품,GL-A36-TM,T7,40.35,2481,22663,35620,1호기,2,1124,63,1121,107,269,1121,815,적용,6,1조
PB563205,2008-08-01:20:04:03,양품,GL-A36-TM,T7,40.35,2481,22663,35620,2호기,1,1162,85,1126,93,278,1126,802,적용,6,1조
PB563206,2008-08-01:20:04:50,양품,GL-A36-TM,T7,40.35,2481,22663,35620,3호기,2,1169,87,1138,83,286,1138,805,적용,6,3조
PB563207,2008-08-01:20:05:43,양품,GL-A36-TM,T7,40.35,2481,22663,35620,1호기,2,1138,65,1125,108,283,1125,817,적용,6,2조
PB563208,2008-08-01:20:05:10,양품,NV-D32-TM,T0,40.34,2132,26513,35800,3호기,1,1173,92,1138,80,291,1138,895,적용,6,4조
PB563209,2008-08-01:21:10:48,양품,GL-A36-TM,T7,40.35,3081,23209,22650,3호기,2,1162,74,1136,101,289,1136,813,적용,6,2조
PB563210,2008-08-01:21:10:37,양품,NK-KD36-TM,T7,40.35,2751,23376,61110,1호기,1,1156,77,1128,126,304,1128,816,적용,6,2조
PB563211,2008-08-01:21:11:20,양품,NK-KD36-TM,T7,40.35,2641,23358,58620,2호기,2,1166,69,1118,141,308,1118,818,적용,6,2조
PB563212,2008-08-01:21:12:39,불량,GL-D36-TM,T7,40.35,2517,25612,40840,2호기,1,1149,73,1119,131,306,1119,818,미적용,6,1조
PB563213,2008-08-01:21:12:23,양품,GL-D36-TM,T7,40.35,2517,25612,40840,1호기,1,1172,89,1135,113,299,1135,816,적용,6,1조
PB563214,2008-08-01:21:12:16,양품,GL-A36-TM,T7,40.35,3081,23209,67950,3호기,1,1174,104,1134,85,307,1134,819,적용,6,2조
PB563215,2008-08-01:21:13:39,양품,GL-A36-TM,T7,40.35,3081,23209,67950,3호기,2,1159,87,1131,106,304,1131,816,적용,6,1조
PB563216,2008-08-01:21:14:11,양품,GL-D36-TM,T7,40.35,2517,25612,40840,1호기,2,1135,75,1120,130,320,1120,817,적용,6,4조
PB563217,2008-08-01:21:14:53,양품,GL-D36-TM,T7,40.35,2517,25612,40840,2호기,1,1151,93,1121,127,327,1121,817,적용,6,2조
PB563218,2008-08-01:21:15:56,양품,GL-A36-TM,T7,40.35,2511,22669,36060,2호기,2,1174,91,1118,135,339,1118,815,적용,6,4조
PB563219,2008-08-01:22:20:26,양품,NV-D36-TM,T7,44.39,2245,22766,17810,1호기,2,1149,82,1126,123,320,1126,816,적용,6,3조
PB563220,2008-08-01:22:21:58,불량,GL-D36-TM,T7,40.35,2518,28599,22810,3호기,1,1162,116,1124,98,320,1124,1033,미적용,6,1조
PB563221,2008-08-01:22:22:43,양품,GL-A32-TM,T0,40.35,3145,18691,37240,3호기,2,1161,100,1120,136,341,1120,894,적용,6,1조
PB563222,2008-08-01:22:21:01,양품,GL-A36-TM,T7,40.35,2511,22669,36060,1호기,1,1178,90,1127,138,333,1127,745,적용,6,3조
PB563223,2008-08-01:22:22:39,양품,PILAC-BT33,T5,40,2465,16911,26180,2호기,1,1165,112,1122,135,351,1122,910,적용,6,2조
PB563224,2008-08-01:22:22:14,양품,PILAC-BT33,T5,40,1800,18878,21340,2호기,2,1170,105,1117,135,344,1117,906,적용,6,1조
PB563225,2008-08-01:22:23:12,양품,PILAC-BT33,T5,50.45,1800,24871,35460,1호기,2,1169,111,1129,122,334,1129,891,적용,6,1조
PB563226,2008-08-01:22:24:07,양품,GL-D36-TM,T7,40.35,2518,28599,22810,3호기,1,1151,100,1128,128,339,1128,816,적용,6,2조
PB563227,2008-08-01:22:24:14,불량,NV-D36-TM,T7,40.35,2302,25536,18620,3호기,2,1161,105,1125,122,340,1125,820,적용,5,1조
PB563228,2008-08-01:22:24:55,양품,PILAC-BT33,T5,50.06,2480,10948,10670,1호기,1,1169,94,1127,160,362,1127,897,적용,6,3조
PB563229,2008-08-01:22:25:33,양품,PILAC-BT33,T5,50.06,2480,10948,10670,2호기,1,1164,149,1123,98,352,1123,888,적용,6,1조
PB563230,2008-08-01:22:25:51,양품,PILAC-BT33,T5,60.58,2305,12224,26800,2호기,2,1166,94,1121,156,355,1121,891,적용,6,2조
PB563231,2008-08-01:23:30:27,양품,BV-AH32-TM,T0,50.41,3065,12334,14960,1호기,1,1174,129,1137,113,354,1137,880,적용,6,2조
PB563232,2008-08-01:23:30:37,양품,NV-D32-TM,T0,40.34,2043,28904,37400,3호기,1,1135,106,1121,126,351,1121,887,적용,6,4조
PB563233,2008-08-01:23:30:33,양품,NV-D32-TM,T0,40.34,2043,28904,37400,3호기,2,1158,106,1124,124,351,1124,891,적용,6,2조
PB563234,2008-08-01:23:31:55,양품,PILAC-BT33,T5,40.35,2531,21641,34700,1호기,2,1148,97,1125,157,362,1125,908,적용,6,3조
PB563235,2008-08-01:23:31:38,양품,PILAC-BT33,T5,50.45,1800,22178,31620,2호기,1,1158,156,1122,96,355,1122,901,적용,6,4조
PB563236,2008-08-01:23:31:00,양품,PILAC-BT33,T5,50,2610,13158,13480,2호기,2,1164,120,1122,119,360,1122,901,적용,6,4조
PB563237,2008-08-01:23:32:13,양품,PILAC-BT33,T5,50,2610,13070,13390,1호기,1,1152,158,1134,78,364,1134,900,적용,6,2조
PB563238,2008-08-01:23:32:21,양품,NV-A32-TM,T0,40.35,2772,25978,45620,3호기,1,1120,109,1116,117,361,1116,894,적용,6,4조
PB563239,2008-08-01:23:32:45,양품,PILAC-BT33,T5,50.45,1800,25937,36980,3호기,2,1151,112,1125,116,361,1125,894,적용,6,4조
PB563240,2008-08-01:23:33:38,양품,PILAC-BT33,T5,50.06,2370,14838,13820,1호기,2,1153,134,1126,116,364,1126,897,적용,6,3조
PB563241,2008-08-01:23:33:56,양품,PILAC-BT33,T5,55.02,3055,13429,17720,2호기,1,1150,133,1120,113,371,1120,892,적용,6,1조
PB563242,2008-08-01:23:33:19,불량,PILAC-BT33,T5,55.02,3055,13429,17720,2호기,2,1151,136,1122,109,357,1122,892,미적용,6,3조
PB563243,2008-08-01:23:34:47,양품,PILAC-BT33,T5,55.02,3055,13429,17720,1호기,1,1144,165,1131,52,355,1131,896,적용,6,1조
PB563244,2008-08-01:23:34:25,양품,BV-AH32-TM,T0,40.35,3080,18563,36220,3호기,1,1109,126,1116,80,362,1116,899,적용,6,4조
PB563245,2008-08-01:23:35:30,양품,PILAC-BT33,T5,50,2610,17590,36040,3호기,2,1141,140,1127,84,363,1127,896,적용,6,4조
PB563246,2008-08-01:23:35:04,양품,PILAC-BT33,T5,60.18,2480,13255,31060,1호기,2,1137,125,1123,120,372,1123,893,적용,6,3조
PB563247,2008-08-01:23:35:39,양품,PILAC-BT33,T5,60.18,2480,13255,31060,2호기,1,1142,156,1120,85,370,1120,894,적용,6,4조
PB563248,2008-08-01:23:35:07,양품,PILAC-BT33,T5,60.57,2065,12293,12070,2호기,2,1143,155,1122,87,371,1122,901,적용,6,1조
PB563249,2008-08-02:00:00:51,양품,PILAC-BT33,T5,70.1,2280,15860,19900,1호기,1,1140,163,1125,69,366,1125,869,적용,6,1조
PB563250,2008-08-02:00:00:11,양품,PILAC-BT33,T5,70.1,2150,15340,18150,3호기,1,1108,138,1117,78,362,1117,876,적용,6,3조
PB563251,2008-08-02:00:00:42,양품,PILAC-BT33,T5,70.1,2150,13726,16240,1호기,2,1135,140,1123,93,369,1123,870,적용,6,2조
PB563252,2008-08-02:00:01:52,양품,PILAC-BT33,T5,70.1,2150,13726,16240,2호기,1,1137,141,1121,74,376,1121,876,적용,6,2조
PB563253,2008-08-02:00:01:23,양품,PILAC-BT33,T5,70.1,2280,15860,19900,3호기,2,1138,148,1126,80,375,1126,877,적용,6,2조
PB563254,2008-08-02:00:01:24,양품,PILAC-BT33,T5,70.1,2280,15860,19900,1호기,1,1134,117,1123,75,376,1123,881,적용,6,4조
PB563255,2008-08-02:00:02:45,양품,PILAC-BT33,T5,70.1,2280,15860,19900,1호기,2,1142,161,1128,66,366,1128,869,적용,6,1조
PB563256,2008-08-02:00:02:24,양품,PILAC-BT33,T5,75.16,2280,15373,20680,2호기,1,1139,120,1123,65,372,1123,876,적용,6,3조
PB563257,2008-08-02:00:02:51,양품,PILAC-BT33,T5,75.16,2280,15373,20680,3호기,1,1117,131,1119,77,364,1119,876,적용,6,1조
PB563258,2008-08-02:00:03:12,양품,PILAC-BT33,T5,75.16,2280,15373,20680,3호기,2,1141,130,1128,76,379,1128,876,적용,6,4조
PB563259,2008-08-02:00:03:56,양품,PILAC-BT33,T5,75.16,2280,15373,20680,1호기,1,1138,122,1125,66,377,1125,877,적용,6,4조
PB563260,2008-08-02:00:03:21,양품,PILAC-BT33,T5,75.16,2280,15373,20680,1호기,2,1135,146,1126,77,365,1126,878,적용,6,4조
PB563261,2008-08-02:00:03:42,양품,PILAC-BT33,T5,75.16,2280,15373,20680,2호기,1,1131,117,1125,56,362,1125,878,적용,6,3조
PB563262,2008-08-02:00:04:08,양품,PILAC-BT33,T5,75.16,2280,15373,20680,3호기,1,1119,121,1119,70,366,1119,878,적용,6,2조
PB563263,2008-08-02:00:04:24,양품,PILAC-BT33,T5,80.83,2895,9788,17980,2호기,2,1139,132,1124,80,382,1124,877,적용,6,1조
PB563264,2008-08-02:00:04:44,양품,PILAC-BT33,T5,75.33,1840,10514,11440,3호기,2,1139,129,1125,65,371,1125,877,적용,6,1조
PB563265,2008-08-02:00:05:23,양품,PILAC-BT33,T5,75.33,1840,10514,11440,2호기,2,1140,139,1123,72,390,1123,876,적용,6,4조
PB563266,2008-08-02:00:05:53,불량,PILAC-BT33,T5,80.82,2085,13176,17430,1호기,2,1138,131,1128,55,364,1128,876,미적용,6,3조
PB563267,2008-08-02:00:05:49,양품,PILAC-BT33,T5,80.82,2085,12919,17090,1호기,1,1132,78,1122,71,376,1122,842,적용,6,4조
PB563268,2008-08-02:01:10:40,양품,PILAC-BT33,T5,80.82,2085,12919,17090,2호기,1,1133,89,1122,59,378,1122,0,적용,6,2조
PB563269,2008-08-02:01:10:36,양품,PILAC-BT33,T5,80.82,2085,13176,17430,1호기,2,1130,92,1124,61,362,1124,0,적용,6,3조
PB563270,2008-08-02:01:10:23,양품,NV-D32-TM,T0,40.35,2497,23592,37320,3호기,1,1119,109,1117,76,383,1117,0,적용,6,3조
PB563271,2008-08-02:02:20:10,양품,GL-D36-TM,T7,40.35,3121,22962,22700,3호기,2,1140,90,1119,124,342,1119,816,적용,6,2조
PB563272,2008-08-02:01:15:42,양품,BV-AH32-TM,T0,50.41,3065,13282,16110,1호기,1,1133,70,1118,108,342,1118,889,적용,6,1조
PB563273,2008-08-02:02:20:47,양품,GL-A36-TM,T7,40.35,3229,15692,32100,2호기,1,1135,100,1113,109,342,1113,815,적용,6,3조
PB563274,2008-08-02:02:22:36,불량,BV-AH36-TM,T7,40.35,3059,15821,30660,2호기,2,1135,93,1119,134,342,1119,812,적용,5,4조
PB563275,2008-08-02:02:22:35,양품,NV-D36-TM,T7,40.35,2880,18679,17040,3호기,1,1114,85,1117,135,342,1117,815,적용,6,3조
PB563276,2008-08-02:02:21:32,양품,NV-A36-TM,T7,40.35,2660,20165,16990,3호기,2,1143,94,1122,110,342,1122,816,적용,6,3조
PB563277,2008-08-02:02:21:53,양품,NV-A36-TM,T7,40.35,2343,20157,29920,1호기,1,1123,78,1118,112,342,1118,818,적용,6,3조
PB563278,2008-08-02:02:22:38,양품,GL-D36-TM,T7,40.35,2306,20714,30260,1호기,2,1130,105,1120,115,342,1120,812,적용,6,3조
PB563279,2008-08-02:02:24:43,불량,A131-DH36TM,T7,70.7,3570,9175,18180,2호기,2,1128,92,1121,145,342,1121,859,미적용,6,3조
PB563280,2008-08-02:02:24:54,양품,BV-EH36-TM,T8,73.71,2725,11041,17410,2호기,1,1119,70,1118,130,342,1118,812,적용,6,4조
PB563281,2008-08-02:02:24:05,양품,BV-EH36-TM,T8,73.71,2725,11041,17410,3호기,1,1124,84,1121,129,342,1121,819,적용,6,4조
PB563282,2008-08-02:02:25:03,양품,NV-D36-TM,T7,54.41,2725,11031,12840,3호기,2,1139,82,1127,130,342,1127,814,적용,6,2조
PB563283,2008-08-02:02:25:53,양품,AB/EH36-TM,T8,76.91,2560,7893,12200,1호기,1,1111,77,1118,144,360,1118,837,적용,6,1조
PB563284,2008-08-02:02:25:12,양품,AB/EH36-TM,T8,76.91,2560,7893,12200,1호기,2,1113,71,1118,143,360,1118,842,적용,6,1조
PB563285,2008-08-02:02:25:51,양품,AB/EH36-TM,T8,76.91,2560,7893,12200,2호기,1,1103,68,1122,143,360,1122,848,적용,6,1조
PB563286,2008-08-02:03:30:46,양품,BV-AH36-TL,T7,73.73,1840,10019,10670,2호기,2,1144,102,1123,139,342,1123,814,적용,6,4조
PB563287,2008-08-02:03:31:22,양품,COMMON,T7,75.74,1840,16672,36480,3호기,1,1124,77,1127,143,342,1127,811,적용,6,1조
PB563288,2008-08-02:03:31:18,불량,BV-AH36-TL,T7,75.74,1840,9753,10670,3호기,2,1123,55,1135,155,342,1135,811,미적용,6,3조
PB563289,2008-08-02:03:31:28,양품,BV-AH36-TL,T7,75.74,1840,9753,10670,1호기,1,1114,72,1131,155,342,1131,815,적용,6,2조
PB563290,2008-08-02:03:32:35,양품,NV-A,C0,15.08,3333,51475,20310,1호기,2,1122,64,1123,167,342,1123,861,적용,10,2조
PB563291,2008-08-02:03:32:45,양품,NV-A,C0,16.09,3408,50690,43640,3호기,1,1119,75,1133,163,342,1133,867,적용,10,1조
PB563292,2008-08-02:03:33:56,양품,LR-A,C0,13.06,3499,53300,57360,2호기,1,1118,62,1129,174,342,1129,840,적용,10,1조
PB563293,2008-08-02:03:33:46,양품,NV-A,C0,13.06,3445,53682,18960,2호기,2,1147,73,1129,164,342,1129,723,적용,10,3조
PB563294,2008-08-02:03:34:03,양품,NV-A,C0,13.06,3295,52130,17610,3호기,2,1177,139,1139,107,342,1139,842,적용,10,4조
PB563295,2008-08-02:03:34:39,양품,LR-A,C0,13.36,3565,54883,20520,1호기,2,1131,56,1136,178,342,1136,860,적용,10,3조
PB563296,2008-08-02:03:35:16,양품,LR-A,C0,13.06,3270,53930,18080,1호기,1,1178,137,1144,114,342,1144,853,적용,10,1조
PB563297,2008-08-02:05:54:49,양품,LR-A,C0,13.06,3430,52438,36880,2호기,1,1171,125,1133,223,342,1133,909,적용,10,3조
PB563298,2008-08-02:05:54:05,양품,LR-A,C0,13.06,3405,54170,56730,2호기,2,1141,59,1130,294,342,1130,875,적용,10,1조
PB563299,2008-08-02:05:55:41,양품,NV-A,C0,13.36,3573,51718,38760,3호기,1,1169,156,1134,210,342,1134,872,적용,10,2조
PB563300,2008-08-02:05:55:17,양품,BV-A,C0,13.36,3276,43542,44880,3호기,2,1163,133,1135,231,360,1135,879,적용,10,2조
PB563301,2008-08-02:05:55:51,양품,LR-A,C0,13.06,3266,41901,14030,1호기,1,1166,121,1136,238,360,1136,902,적용,10,4조
PB563302,2008-08-02:06:60:18,양품,KR-A,C0,12.55,3391,43403,14500,1호기,2,1165,115,1139,242,360,1139,904,적용,10,1조
PB563303,2008-08-02:06:60:22,양품,NV-A,C0,12.05,3382,48388,15480,2호기,1,1159,141,1136,212,342,1136,893,적용,10,1조
PB563304,2008-08-02:06:60:18,양품,NV-A,C0,12.05,3375,52090,33260,2호기,2,1167,147,1137,218,342,1137,887,적용,10,1조
PB563305,2008-08-02:06:60:22,양품,NV-A,C0,12.56,3210,42686,13510,3호기,1,1160,153,1138,212,342,1138,906,적용,10,4조
PB563306,2008-08-02:06:61:23,양품,AB/A,C0,12.56,3036,43729,39270,3호기,2,1160,115,1139,246,342,1139,932,적용,10,1조
PB563307,2008-08-02:06:61:04,양품,LR-A,C0,12.56,3151,43324,13460,1호기,1,1157,133,1140,230,342,1140,929,적용,10,3조
PB563308,2008-08-02:06:61:21,양품,LR-A,C0,12.55,3151,43359,13460,1호기,2,1161,128,1144,230,342,1144,935,적용,10,2조
PB563309,2008-08-02:06:61:39,불량,NV-A,C0,12.05,3161,43778,26180,2호기,1,1154,148,1143,211,342,1143,924,미적용,10,3조
PB563310,2008-08-02:06:62:07,양품,KR-A,C0,12.56,3101,43663,13350,2호기,2,1158,134,1143,229,342,1143,931,적용,10,1조
PB563311,2008-08-02:06:62:46,양품,NV-A,C0,13.06,2895,52695,46920,3호기,1,1154,158,1144,202,342,1144,926,적용,10,3조
PB563312,2008-08-02:06:62:08,양품,LR-A,C0,13.06,2915,52501,15690,3호기,2,1157,158,1147,201,342,1147,924,적용,10,4조
PB563313,2008-08-02:06:62:32,양품,GL-A,C0,13.06,2895,51819,15380,1호기,1,1157,137,1146,226,342,1146,924,적용,10,1조
PB563314,2008-08-02:06:63:01,양품,NV-A,C0,13.06,2825,52206,15120,1호기,2,1154,136,1147,224,342,1147,924,적용,10,4조
PB563315,2008-08-02:06:63:28,양품,NV-A,C0,13.06,2895,52156,15480,2호기,1,1149,148,1143,223,342,1143,923,적용,10,2조
PB563316,2008-08-02:06:63:18,양품,NK-KA,C0,13.06,2930,52765,47550,2호기,2,1155,140,1145,214,342,1145,927,적용,10,4조
